SPA,Service Code,Charge,Stop Date,New Charge
815520000280,HF041,12.00,013120,12.50
815520000300,HF041,12.00,013120,12.50
815520000310,HF041,12.00,013120,12.50
815520000330,HF041,12.00,013120,12.50
815520000350,HF041,12.00,013120,12.50
815520000360,HF041,12.00,013120,12.50
815520000370,HF041,12.00,013120,12.50
815520000380,HF041,12.00,013120,12.50
815520000400,HF041,12.00,013120,12.50
815520000410,HF041,12.00,013120,12.50
815520000430,HF041,12.00,013120,12.50
815520000440,HF041,12.00,013120,12.50
815520000450,HF041,12.00,013120,12.50
815520000460,HF041,12.00,013120,12.50
815520000470,HF041,12.00,013120,12.50
815520000480,HF041,12.00,013120,12.50
815520000490,HF041,12.00,013120,12.50
815520000500,HF041,12.00,013120,12.50
815520000510,HF041,12.00,013120,12.50
815520000520,HF041,12.00,013120,12.50
815530000010,HF041,12.00,013120,12.50
815530000020,HF041,12.00,013120,12.50
815530000030,HF041,12.00,013120,12.50
815530000040,HF041,12.00,013120,12.50
815530000050,HF041,12.00,013120,12.50
815530000060,HF041,12.00,013120,12.50
815530000070,HF041,12.00,013120,12.50
815530000080,HF041,12.00,013120,12.50
815530000090,HF041,12.00,013120,12.50
815530000100,HF041,12.00,013120,12.50
815530000110,HF041,12.00,013120,12.50
815530000120,HF041,12.00,013120,12.50
815530000130,HF041,12.00,013120,12.50
815530000140,HF041,12.00,013120,12.50
815530000150,HF041,12.00,013120,12.50
815530000160,HF041,12.00,013120,12.50
815530000170,HF041,12.00,013120,12.50
815530000180,HF041,12.00,013120,12.50
815530000190,HF041,12.00,013120,12.50
815530000200,HF041,12.00,013120,12.50
815530000210,HF041,12.00,013120,12.50
815530000220,HF041,12.00,013120,12.50
815530000230,HF041,12.00,013120,12.50
815530000240,HF041,12.00,013120,12.50
815530000250,HF041,12.00,013120,12.50
815530000260,HF041,12.00,013120,12.50
815530000270,HF041,12.00,013120,12.50
815530000280,HF041,12.00,013120,12.50
815530000290,HF041,12.00,013120,12.50
815530000300,HF041,12.00,013120,12.50
815530000310,HF041,12.00,013120,12.50
815530000320,HF041,12.00,013120,12.50
815530000330,HF041,12.00,013120,12.50
815530000340,HF041,12.00,013120,12.50
815530000350,HF041,12.00,013120,12.50
815530000360,HF041,12.00,013120,12.50
815530000370,HF041,12.00,013120,12.50
815530000380,HF041,12.00,013120,12.50
815530000390,HF041,12.00,013120,12.50
815530000400,HF041,12.00,013120,12.50
815530000410,HF041,12.00,013120,12.50
815530000420,HF041,12.00,013120,12.50
815530000430,HF041,12.00,013120,12.50
815530000440,HF041,12.00,013120,12.50
815530000450,HF041,12.00,013120,12.50
815530000460,HF041,12.00,013120,12.50
815530000470,HF041,12.00,013120,12.50
815530000480,HF041,12.00,013120,12.50
815530000490,HF041,12.00,013120,12.50
815540000010,HF041,12.00,013120,12.50
815540000020,HF041,12.00,013120,12.50
815540000030,HF041,12.00,013120,12.50
815540000040,HF041,12.00,013120,12.50
815540000050,HF041,12.00,013120,12.50
815540000060,HF041,12.00,013120,12.50
815540000070,HF041,12.00,013120,12.50
815540000080,HF041,12.00,013120,12.50
815540000090,HF041,12.00,013120,12.50
815540000100,HF041,12.00,013120,12.50
815540000110,HF041,12.00,013120,12.50
815540000120,HF041,12.00,013120,12.50
815540000130,HF041,12.00,013120,12.50
815540000140,HF041,12.00,013120,12.50
815540000160,HF041,12.00,013120,12.50
815540000170,HF041,12.00,013120,12.50
815540000180,HF041,12.00,013120,12.50
815540000190,HF041,12.00,013120,12.50
815540000200,HF041,12.00,013120,12.50
815540000210,HF041,12.00,013120,12.50
815540000230,HF041,12.00,013120,12.50
815540000270,HF041,12.00,013120,12.50
815540000280,HF041,12.00,013120,12.50
815540000290,HF041,12.00,013120,12.50
815540000300,HF041,12.00,013120,12.50
815540000310,HF041,12.00,013120,12.50
815540000320,HF041,12.00,013120,12.50
815540000330,HF041,12.00,013120,12.50
815540000340,HF041,12.00,013120,12.50
815540000350,HF041,12.00,013120,12.50
815540000360,HF041,12.00,013120,12.50
815540000370,HF041,12.00,013120,12.50
815540000380,HF041,12.00,013120,12.50
815540000390,HF041,12.00,013120,12.50
815540000400,HF041,12.00,013120,12.50
815540000410,HF041,12.00,013120,12.50
815540000420,HF041,12.00,013120,12.50
815540000430,HF041,12.00,013120,12.50
815540000440,HF041,12.00,013120,12.50
815540000450,HF041,12.00,013120,12.50
815540000460,HF041,12.00,013120,12.50
815540000470,HF041,12.00,013120,12.50
815540000480,HF041,12.00,013120,12.50
815540000490,HF041,12.00,013120,12.50
815540000500,HF041,12.00,013120,12.50
815540000510,HF041,12.00,013120,12.50
815540000520,HF041,12.00,013120,12.50
815540000530,HF041,12.00,013120,12.50
815540000540,HF041,12.00,013120,12.50
815540000550,HF041,12.00,013120,12.50
815540000560,HF041,12.00,013120,12.50
815540000570,HF041,12.00,013120,12.50
815540000580,HF041,12.00,013120,12.50
815540000590,HF041,12.00,013120,12.50
815540000600,HF041,12.00,013120,12.50
815540000630,HF041,12.00,013120,12.50
815540000640,HF041,12.00,013120,12.50
815550000010,HF041,12.00,013120,12.50
815550000020,HF041,12.00,013120,12.50
815550000040,HF041,12.00,013120,12.50
815550000050,HF041,12.00,013120,12.50
815550000060,HF041,12.00,013120,12.50
815550000070,HF041,12.00,013120,12.50
815550000080,HF041,12.00,013120,12.50
815550000090,HF041,12.00,013120,12.50
815550000100,HF041,12.00,013120,12.50
815550000110,HF041,12.00,013120,12.50
815550000140,HF041,12.00,013120,12.50
815550000150,HF041,12.00,013120,12.50
815550000160,HF041,12.00,013120,12.50
815550000170,HF041,12.00,013120,12.50
815550000180,HF041,12.00,013120,12.50
815550000190,HF041,12.00,013120,12.50
815550000200,HF041,12.00,013120,12.50
815550000210,HF041,12.00,013120,12.50
815550000220,HF041,12.00,013120,12.50
815550000230,HF041,12.00,013120,12.50
815550000240,HF041,12.00,013120,12.50
815550000250,HF041,12.00,013120,12.50
815550000260,HF041,12.00,013120,12.50
815550000270,HF041,12.00,013120,12.50
815550000280,HF041,12.00,013120,12.50
815550000290,HF041,12.00,013120,12.50
815550000300,HF041,12.00,013120,12.50
815550000310,HF041,12.00,013120,12.50
815550000320,HF041,12.00,013120,12.50
815550000330,HF041,12.00,013120,12.50
815550000340,HF041,12.00,013120,12.50
815550000350,HF041,12.00,013120,12.50
815550000360,HF041,12.00,013120,12.50
815550000370,HF041,12.00,013120,12.50
815550000380,HF041,12.00,013120,12.50
815550000390,HF041,12.00,013120,12.50
815550000400,HF041,12.00,013120,12.50
815550000410,HF041,12.00,013120,12.50
815550000420,HF041,12.00,013120,12.50
815550000430,HF041,12.00,013120,12.50
815560000010,HF041,12.00,013120,12.50
815560000020,HF041,12.00,013120,12.50
815560000030,HF041,12.00,013120,12.50
815560000040,HF041,12.00,013120,12.50
815560000050,HF041,12.00,013120,12.50
815560000060,HF041,12.00,013120,12.50
815560000070,HF041,12.00,013120,12.50
815560000080,HF041,12.00,013120,12.50
815560000090,HF041,12.00,013120,12.50
815560000100,HF041,12.00,013120,12.50
815560000110,HF041,12.00,013120,12.50
815560000120,HF041,12.00,013120,12.50
815560000130,HF041,12.00,013120,12.50
815560000140,HF041,12.00,013120,12.50
815560000150,HF041,12.00,013120,12.50
815560000190,HF041,12.00,013120,12.50
815560000200,HF041,12.00,013120,12.50
815560000210,HF041,12.00,013120,12.50
815560000220,HF041,12.00,013120,12.50
815560000230,HF041,12.00,013120,12.50
815560000240,HF041,12.00,013120,12.50
815560000250,HF041,12.00,013120,12.50
815560000260,HF041,12.00,013120,12.50
815560000270,HF041,12.00,013120,12.50
815560000280,HF041,12.00,013120,12.50
815560000290,HF041,12.00,013120,12.50
815560000300,HF041,12.00,013120,12.50
815560000310,HF041,12.00,013120,12.50
815560000320,HF041,12.00,013120,12.50
815560000330,HF041,12.00,013120,12.50
815560000340,HF041,12.00,013120,12.50
815560000350,HF041,12.00,013120,12.50
815560000360,HF041,12.00,013120,12.50
815560000370,HF041,12.00,013120,12.50
815560000380,HF041,12.00,013120,12.50
815560000390,HF041,12.00,013120,12.50
815560000400,HF041,12.00,013120,12.50
815560000410,HF041,12.00,013120,12.50
815560000420,HF041,12.00,013120,12.50
815560000430,HF041,12.00,013120,12.50
815560000440,HF041,12.00,013120,12.50
815560000450,HF041,12.00,013120,12.50
815560000460,HF041,12.00,013120,12.50
815560000470,HF041,12.00,013120,12.50
815560000480,HF041,12.00,013120,12.50
815560000490,HF041,12.00,013120,12.50
815560000500,HF041,12.00,013120,12.50
815560000510,HF041,12.00,013120,12.50
815560000520,HF041,12.00,013120,12.50
815560000530,HF041,12.00,013120,12.50
815560000540,HF041,12.00,013120,12.50
815560000550,HF041,12.00,013120,12.50
815560000560,HF041,12.00,013120,12.50
815560000570,HF041,12.00,013120,12.50
815560000580,HF041,12.00,013120,12.50
815560000590,HF041,12.00,013120,12.50
815560000600,HF041,12.00,013120,12.50
815560000610,HF041,12.00,013120,12.50
815560000620,HF041,12.00,013120,12.50
815560000630,HF041,12.00,013120,12.50
815560000640,HF041,12.00,013120,12.50
815560000650,HF041,12.00,013120,12.50
815560000660,HF041,12.00,013120,12.50
815560000670,HF041,12.00,013120,12.50
815560000680,HF041,12.00,013120,12.50
815560000690,HF041,12.00,013120,12.50
815560000700,HF041,12.00,013120,12.50
815560000710,HF041,12.00,013120,12.50
815560000720,HF041,12.00,013120,12.50
815560000730,HF041,12.00,013120,12.50
815560000740,HF041,12.00,013120,12.50
815560000750,HF041,12.00,013120,12.50
815560000760,HF041,12.00,013120,12.50
815560000770,HF041,12.00,013120,12.50
815560000780,HF041,12.00,013120,12.50
815570000010,HF041,12.00,013120,12.50
815570000020,HF041,12.00,013120,12.50
815570000030,HF041,12.00,013120,12.50
815570000040,HF041,12.00,013120,12.50
815570000050,HF041,12.00,013120,12.50
815570000060,HF041,12.00,013120,12.50
815570000070,HF041,12.00,013120,12.50
81551000TOT ,HF041,12.00,013120,12.50
81552000TOT ,HF041,12.00,013120,12.50
81553000TOT ,HF041,12.00,013120,12.50
81554000TOT ,HF041,12.00,013120,12.50
81555000TOT ,HF041,12.00,013120,12.50
81556000TOT ,HF041,12.00,013120,12.50
81557000TOT ,HF041,12.00,013120,12.50
8155SYS TOT ,HF041,12.00,013120,12.50
815510000020,HF059,12.00,013120,12.50
815510000030,HF059,12.00,013120,12.50
815510000040,HF059,12.00,013120,12.50
815510000050,HF059,12.00,013120,12.50
815510000060,HF059,12.00,013120,12.50
815510000070,HF059,12.00,013120,12.50
815510000090,HF059,12.00,013120,12.50
815510000100,HF059,12.00,013120,12.50
815510000110,HF059,12.00,013120,12.50
815510000120,HF059,12.00,013120,12.50
815510000130,HF059,12.00,013120,12.50
815510000140,HF059,12.00,013120,12.50
815510000150,HF059,12.00,013120,12.50
815510000170,HF059,12.00,013120,12.50
815510000180,HF059,12.00,013120,12.50
815510000190,HF059,12.00,013120,12.50
815510000200,HF059,12.00,013120,12.50
815510000210,HF059,12.00,013120,12.50
815510000230,HF059,12.00,013120,12.50
815510000240,HF059,12.00,013120,12.50
815510000250,HF059,12.00,013120,12.50
815510000260,HF059,12.00,013120,12.50
815510000270,HF059,12.00,013120,12.50
815510000280,HF059,12.00,013120,12.50
815510000290,HF059,12.00,013120,12.50
815510000300,HF059,12.00,013120,12.50
815510000310,HF059,12.00,013120,12.50
815510000320,HF059,12.00,013120,12.50
815510000330,HF059,12.00,013120,12.50
815510000340,HF059,12.00,013120,12.50
815510000350,HF059,12.00,013120,12.50
815510000360,HF059,12.00,013120,12.50
815510000370,HF059,12.00,013120,12.50
815510000510,HF059,12.00,013120,12.50
815510000520,HF059,12.00,013120,12.50
815510000980,HF059,12.00,013120,12.50
815510000990,HF059,12.00,013120,12.50
815520000020,HF059,12.00,013120,12.50
815520000050,HF059,12.00,013120,12.50
815520000060,HF059,12.00,013120,12.50
815520000070,HF059,12.00,013120,12.50
815520000080,HF059,12.00,013120,12.50
815520000090,HF059,12.00,013120,12.50
815520000110,HF059,12.00,013120,12.50
815520000120,HF059,12.00,013120,12.50
815520000130,HF059,12.00,013120,12.50
815520000140,HF059,12.00,013120,12.50
815520000150,HF059,12.00,013120,12.50
815520000160,HF059,12.00,013120,12.50
815520000170,HF059,12.00,013120,12.50
815520000180,HF059,12.00,013120,12.50
815520000190,HF059,12.00,013120,12.50
815520000210,HF059,12.00,013120,12.50
815520000220,HF059,12.00,013120,12.50
815520000230,HF059,12.00,013120,12.50
815520000240,HF059,12.00,013120,12.50
815520000250,HF059,12.00,013120,12.50
815520000260,HF059,12.00,013120,12.50
815520000270,HF059,12.00,013120,12.50
815520000280,HF059,12.00,013120,12.50
815520000300,HF059,12.00,013120,12.50
815520000310,HF059,12.00,013120,12.50
815520000330,HF059,12.00,013120,12.50
815520000350,HF059,12.00,013120,12.50
815520000360,HF059,12.00,013120,12.50
815520000370,HF059,12.00,013120,12.50
815520000380,HF059,12.00,013120,12.50
815520000400,HF059,12.00,013120,12.50
815520000410,HF059,12.00,013120,12.50
815520000430,HF059,12.00,013120,12.50
815520000440,HF059,12.00,013120,12.50
815520000450,HF059,12.00,013120,12.50
815520000460,HF059,12.00,013120,12.50
815520000470,HF059,12.00,013120,12.50
815520000480,HF059,12.00,013120,12.50
815520000490,HF059,12.00,013120,12.50
815520000500,HF059,12.00,013120,12.50
815520000510,HF059,12.00,013120,12.50
815520000520,HF059,12.00,013120,12.50
815530000010,HF059,12.00,013120,12.50
815530000020,HF059,12.00,013120,12.50
815530000030,HF059,12.00,013120,12.50
815530000040,HF059,12.00,013120,12.50
815530000050,HF059,12.00,013120,12.50
815530000060,HF059,12.00,013120,12.50
815530000070,HF059,12.00,013120,12.50
815530000080,HF059,12.00,013120,12.50
815530000090,HF059,12.00,013120,12.50
815530000100,HF059,12.00,013120,12.50
815530000110,HF059,12.00,013120,12.50
815530000120,HF059,12.00,013120,12.50
815530000130,HF059,12.00,013120,12.50
815530000140,HF059,12.00,013120,12.50
815530000150,HF059,12.00,013120,12.50
815530000160,HF059,12.00,013120,12.50
815530000170,HF059,12.00,013120,12.50
815530000180,HF059,12.00,013120,12.50
815530000190,HF059,12.00,013120,12.50
815530000200,HF059,12.00,013120,12.50
815530000210,HF059,12.00,013120,12.50
815530000220,HF059,12.00,013120,12.50
815530000230,HF059,12.00,013120,12.50
815530000240,HF059,12.00,013120,12.50
815530000250,HF059,12.00,013120,12.50
815530000260,HF059,12.00,013120,12.50
815530000270,HF059,12.00,013120,12.50
815530000280,HF059,12.00,013120,12.50
815530000290,HF059,12.00,013120,12.50
815530000300,HF059,12.00,013120,12.50
815530000310,HF059,12.00,013120,12.50
815530000320,HF059,12.00,013120,12.50
815530000330,HF059,12.00,013120,12.50
815530000340,HF059,12.00,013120,12.50
815530000350,HF059,12.00,013120,12.50
815530000360,HF059,12.00,013120,12.50
815530000370,HF059,12.00,013120,12.50
815530000380,HF059,12.00,013120,12.50
815530000390,HF059,12.00,013120,12.50
815530000400,HF059,12.00,013120,12.50
815530000410,HF059,12.00,013120,12.50
815530000420,HF059,12.00,013120,12.50
815530000430,HF059,12.00,013120,12.50
815530000440,HF059,12.00,013120,12.50
815530000450,HF059,12.00,013120,12.50
815530000460,HF059,12.00,013120,12.50
815530000470,HF059,12.00,013120,12.50
815530000480,HF059,12.00,013120,12.50
815530000490,HF059,12.00,013120,12.50
815530000520,HF059,12.00,013120,12.50
815530000530,HF059,12.00,013120,12.50
815530000540,HF059,12.00,013120,12.50
815530000550,HF059,12.00,013120,12.50
815530000560,HF059,12.00,013120,12.50
815530000570,HF059,12.00,013120,12.50
815540000010,HF059,12.00,013120,12.50
815540000020,HF059,12.00,013120,12.50
815540000030,HF059,12.00,013120,12.50
815540000040,HF059,12.00,013120,12.50
815540000050,HF059,12.00,013120,12.50
815540000060,HF059,12.00,013120,12.50
815540000070,HF059,12.00,013120,12.50
815540000080,HF059,12.00,013120,12.50
815540000090,HF059,12.00,013120,12.50
815540000100,HF059,12.00,013120,12.50
815540000110,HF059,12.00,013120,12.50
815540000120,HF059,12.00,013120,12.50
815540000130,HF059,12.00,013120,12.50
815540000140,HF059,12.00,013120,12.50
815540000160,HF059,12.00,013120,12.50
815540000170,HF059,12.00,013120,12.50
815540000180,HF059,12.00,013120,12.50
815540000190,HF059,12.00,013120,12.50
815540000200,HF059,12.00,013120,12.50
815540000210,HF059,12.00,013120,12.50
815540000230,HF059,12.00,013120,12.50
815540000270,HF059,12.00,013120,12.50
815540000280,HF059,12.00,013120,12.50
815540000290,HF059,12.00,013120,12.50
815540000300,HF059,12.00,013120,12.50
815540000310,HF059,12.00,013120,12.50
815540000320,HF059,12.00,013120,12.50
815540000330,HF059,12.00,013120,12.50
815540000340,HF059,12.00,013120,12.50
815540000350,HF059,12.00,013120,12.50
815540000360,HF059,12.00,013120,12.50
815540000370,HF059,12.00,013120,12.50
815540000380,HF059,12.00,013120,12.50
815540000390,HF059,12.00,013120,12.50
815540000400,HF059,12.00,013120,12.50
815540000410,HF059,12.00,013120,12.50
815540000420,HF059,12.00,013120,12.50
815540000430,HF059,12.00,013120,12.50
815540000440,HF059,12.00,013120,12.50
815540000450,HF059,12.00,013120,12.50
815540000460,HF059,12.00,013120,12.50
815540000470,HF059,12.00,013120,12.50
815540000480,HF059,12.00,013120,12.50
815540000490,HF059,12.00,013120,12.50
815540000500,HF059,12.00,013120,12.50
815540000510,HF059,12.00,013120,12.50
815540000520,HF059,12.00,013120,12.50
815540000530,HF059,12.00,013120,12.50
815540000540,HF059,12.00,013120,12.50
815540000550,HF059,12.00,013120,12.50
815540000560,HF059,12.00,013120,12.50
815540000570,HF059,12.00,013120,12.50
815540000580,HF059,12.00,013120,12.50
815540000590,HF059,12.00,013120,12.50
815540000600,HF059,12.00,013120,12.50
815540000630,HF059,12.00,013120,12.50
815540000640,HF059,12.00,013120,12.50
815550000010,HF059,12.00,013120,12.50
815550000020,HF059,12.00,013120,12.50
815550000040,HF059,12.00,013120,12.50
815550000050,HF059,12.00,013120,12.50
815550000060,HF059,12.00,013120,12.50
815550000070,HF059,12.00,013120,12.50
815550000080,HF059,12.00,013120,12.50
815550000090,HF059,12.00,013120,12.50
815550000100,HF059,12.00,013120,12.50
815550000110,HF059,12.00,013120,12.50
815550000140,HF059,12.00,013120,12.50
815550000150,HF059,12.00,013120,12.50
815550000160,HF059,12.00,013120,12.50
815550000170,HF059,12.00,013120,12.50
815550000180,HF059,12.00,013120,12.50
815550000190,HF059,12.00,013120,12.50
815550000200,HF059,12.00,013120,12.50
815550000210,HF059,12.00,013120,12.50
815550000220,HF059,12.00,013120,12.50
815550000230,HF059,12.00,013120,12.50
815550000240,HF059,12.00,013120,12.50
815550000250,HF059,12.00,013120,12.50
815550000260,HF059,12.00,013120,12.50
815550000270,HF059,12.00,013120,12.50
815550000280,HF059,12.00,013120,12.50
815550000290,HF059,12.00,013120,12.50
815550000300,HF059,12.00,013120,12.50
815550000310,HF059,12.00,013120,12.50
815550000320,HF059,12.00,013120,12.50
815550000330,HF059,12.00,013120,12.50
815550000340,HF059,12.00,013120,12.50
815550000350,HF059,12.00,013120,12.50
815550000360,HF059,12.00,013120,12.50
815550000370,HF059,12.00,013120,12.50
815550000380,HF059,12.00,013120,12.50
815550000390,HF059,12.00,013120,12.50
815550000400,HF059,12.00,013120,12.50
815550000410,HF059,12.00,013120,12.50
815550000420,HF059,12.00,013120,12.50
815550000430,HF059,12.00,013120,12.50
815560000010,HF059,12.00,013120,12.50
815560000020,HF059,12.00,013120,12.50
815560000030,HF059,12.00,013120,12.50
815560000040,HF059,12.00,013120,12.50
815560000050,HF059,12.00,013120,12.50
815560000060,HF059,12.00,013120,12.50
815560000070,HF059,12.00,013120,12.50
815560000080,HF059,12.00,013120,12.50
815560000090,HF059,12.00,013120,12.50
815560000100,HF059,12.00,013120,12.50
815560000110,HF059,12.00,013120,12.50
815560000120,HF059,12.00,013120,12.50
815560000130,HF059,12.00,013120,12.50
815560000140,HF059,12.00,013120,12.50
815560000150,HF059,12.00,013120,12.50
815560000190,HF059,12.00,013120,12.50
815560000200,HF059,12.00,013120,12.50
815560000210,HF059,12.00,013120,12.50
815560000220,HF059,12.00,013120,12.50
815560000230,HF059,12.00,013120,12.50
815560000240,HF059,12.00,013120,12.50
815560000250,HF059,12.00,013120,12.50
815560000260,HF059,12.00,013120,12.50
815560000270,HF059,12.00,013120,12.50
815560000280,HF059,12.00,013120,12.50
815560000290,HF059,12.00,013120,12.50
815560000300,HF059,12.00,013120,12.50
815560000310,HF059,12.00,013120,12.50
815560000320,HF059,12.00,013120,12.50
815560000330,HF059,12.00,013120,12.50
815560000340,HF059,12.00,013120,12.50
815560000350,HF059,12.00,013120,12.50
815560000360,HF059,12.00,013120,12.50
815560000370,HF059,12.00,013120,12.50
815560000380,HF059,12.00,013120,12.50
815560000390,HF059,12.00,013120,12.50
815560000400,HF059,12.00,013120,12.50
815560000410,HF059,12.00,013120,12.50
815560000420,HF059,12.00,013120,12.50
815560000430,HF059,12.00,013120,12.50
815560000440,HF059,12.00,013120,12.50
815560000450,HF059,12.00,013120,12.50
815560000460,HF059,12.00,013120,12.50
815560000470,HF059,12.00,013120,12.50
815560000480,HF059,12.00,013120,12.50
815560000490,HF059,12.00,013120,12.50
815560000500,HF059,12.00,013120,12.50
815560000510,HF059,12.00,013120,12.50
815560000520,HF059,12.00,013120,12.50
815560000530,HF059,12.00,013120,12.50
815560000540,HF059,12.00,013120,12.50
815560000550,HF059,12.00,013120,12.50
815560000560,HF059,12.00,013120,12.50
815560000570,HF059,12.00,013120,12.50
815560000580,HF059,12.00,013120,12.50
815560000590,HF059,12.00,013120,12.50
815560000600,HF059,12.00,013120,12.50
815560000610,HF059,12.00,013120,12.50
815560000620,HF059,12.00,013120,12.50
815560000630,HF059,12.00,013120,12.50
815560000640,HF059,12.00,013120,12.50
815560000650,HF059,12.00,013120,12.50
815560000660,HF059,12.00,013120,12.50
815560000670,HF059,12.00,013120,12.50
815560000680,HF059,12.00,013120,12.50
815560000690,HF059,12.00,013120,12.50
815560000700,HF059,12.00,013120,12.50
815560000710,HF059,12.00,013120,12.50
815560000720,HF059,12.00,013120,12.50
815560000730,HF059,12.00,013120,12.50
815560000740,HF059,12.00,013120,12.50
815560000750,HF059,12.00,013120,12.50
815560000760,HF059,12.00,013120,12.50
815560000770,HF059,12.00,013120,12.50
815560000780,HF059,12.00,013120,12.50
815570000010,HF059,12.00,013120,12.50
815570000020,HF059,12.00,013120,12.50
815570000030,HF059,12.00,013120,12.50
815570000040,HF059,12.00,013120,12.50
815570000050,HF059,12.00,013120,12.50
815570000060,HF059,12.00,013120,12.50
815570000070,HF059,12.00,013120,12.50
81551000TOT ,HF059,12.00,013120,12.50
81552000TOT ,HF059,12.00,013120,12.50
81553000TOT ,HF059,12.00,013120,12.50
81554000TOT ,HF059,12.00,013120,12.50
81555000TOT ,HF059,12.00,013120,12.50
81556000TOT ,HF059,12.00,013120,12.50
81557000TOT ,HF059,12.00,013120,12.50
8155SYS TOT ,HF059,12.00,013120,12.50
815510000020,HF071,12.00,013120,12.50
815510000030,HF071,12.00,013120,12.50
815510000040,HF071,12.00,013120,12.50
815510000050,HF071,12.00,013120,12.50
815510000060,HF071,12.00,013120,12.50
815510000070,HF071,12.00,013120,12.50
815510000090,HF071,12.00,013120,12.50
815510000100,HF071,12.00,013120,12.50
815510000110,HF071,12.00,013120,12.50
815510000120,HF071,12.00,013120,12.50
815510000130,HF071,12.00,013120,12.50
815510000140,HF071,12.00,013120,12.50
815510000150,HF071,12.00,013120,12.50
815510000170,HF071,12.00,013120,12.50
815510000180,HF071,12.00,013120,12.50
815510000190,HF071,12.00,013120,12.50
815510000200,HF071,12.00,013120,12.50
815510000210,HF071,12.00,013120,12.50
815510000230,HF071,12.00,013120,12.50
815510000240,HF071,12.00,013120,12.50
815510000250,HF071,12.00,013120,12.50
815510000260,HF071,12.00,013120,12.50
815510000270,HF071,12.00,013120,12.50
815510000280,HF071,12.00,013120,12.50
815510000290,HF071,12.00,013120,12.50
815510000300,HF071,12.00,013120,12.50
815510000310,HF071,12.00,013120,12.50
815510000320,HF071,12.00,013120,12.50
815510000330,HF071,12.00,013120,12.50
815510000340,HF071,12.00,013120,12.50
815510000350,HF071,12.00,013120,12.50
815510000360,HF071,12.00,013120,12.50
815510000370,HF071,12.00,013120,12.50
815510000510,HF071,12.00,013120,12.50
815510000520,HF071,12.00,013120,12.50
815510000980,HF071,12.00,013120,12.50
815510000990,HF071,12.00,013120,12.50
815520000020,HF071,12.00,013120,12.50
815520000050,HF071,12.00,013120,12.50
815520000060,HF071,12.00,013120,12.50
815520000070,HF071,12.00,013120,12.50
815520000080,HF071,12.00,013120,12.50
815520000090,HF071,12.00,013120,12.50
815520000110,HF071,12.00,013120,12.50
815520000120,HF071,12.00,013120,12.50
815520000130,HF071,12.00,013120,12.50
815520000140,HF071,12.00,013120,12.50
815520000150,HF071,12.00,013120,12.50
815520000160,HF071,12.00,013120,12.50
815520000170,HF071,12.00,013120,12.50
815520000180,HF071,12.00,013120,12.50
815520000190,HF071,12.00,013120,12.50
815520000210,HF071,12.00,013120,12.50
815520000220,HF071,12.00,013120,12.50
815520000230,HF071,12.00,013120,12.50
815520000240,HF071,12.00,013120,12.50
815520000250,HF071,12.00,013120,12.50
815520000260,HF071,12.00,013120,12.50
815520000270,HF071,12.00,013120,12.50
815520000280,HF071,12.00,013120,12.50
815520000300,HF071,12.00,013120,12.50
815520000310,HF071,12.00,013120,12.50
815520000330,HF071,12.00,013120,12.50
815520000350,HF071,12.00,013120,12.50
815520000360,HF071,12.00,013120,12.50
815520000370,HF071,12.00,013120,12.50
815520000380,HF071,12.00,013120,12.50
815520000400,HF071,12.00,013120,12.50
815520000410,HF071,12.00,013120,12.50
815520000430,HF071,12.00,013120,12.50
815520000440,HF071,12.00,013120,12.50
815520000450,HF071,12.00,013120,12.50
815520000460,HF071,12.00,013120,12.50
815520000470,HF071,12.00,013120,12.50
815520000480,HF071,12.00,013120,12.50
815520000490,HF071,12.00,013120,12.50
815520000500,HF071,12.00,013120,12.50
815520000510,HF071,12.00,013120,12.50
815520000520,HF071,12.00,013120,12.50
815530000010,HF071,12.00,013120,12.50
815530000020,HF071,12.00,013120,12.50
815530000030,HF071,12.00,013120,12.50
815530000040,HF071,12.00,013120,12.50
815530000050,HF071,12.00,013120,12.50
815530000060,HF071,12.00,013120,12.50
815530000070,HF071,12.00,013120,12.50
815530000080,HF071,12.00,013120,12.50
815530000090,HF071,12.00,013120,12.50
815530000100,HF071,12.00,013120,12.50
815530000110,HF071,12.00,013120,12.50
815530000120,HF071,12.00,013120,12.50
815530000130,HF071,12.00,013120,12.50
815530000140,HF071,12.00,013120,12.50
815530000150,HF071,12.00,013120,12.50
815530000160,HF071,12.00,013120,12.50
815530000170,HF071,12.00,013120,12.50
815530000180,HF071,12.00,013120,12.50
815530000190,HF071,12.00,013120,12.50
815530000200,HF071,12.00,013120,12.50
815530000210,HF071,12.00,013120,12.50
815530000220,HF071,12.00,013120,12.50
815530000230,HF071,12.00,013120,12.50
815530000240,HF071,12.00,013120,12.50
815530000250,HF071,12.00,013120,12.50
815530000260,HF071,12.00,013120,12.50
815530000270,HF071,12.00,013120,12.50
815530000280,HF071,12.00,013120,12.50
815530000290,HF071,12.00,013120,12.50
815530000300,HF071,12.00,013120,12.50
815530000310,HF071,12.00,013120,12.50
815530000320,HF071,12.00,013120,12.50
815530000330,HF071,12.00,013120,12.50
815530000340,HF071,12.00,013120,12.50
815530000350,HF071,12.00,013120,12.50
815530000360,HF071,12.00,013120,12.50
815530000370,HF071,12.00,013120,12.50
815530000380,HF071,12.00,013120,12.50
815530000390,HF071,12.00,013120,12.50
815530000400,HF071,12.00,013120,12.50
